mnemonic	summary	kind	standard_status_hint	source_section
DBBPLMLT512	Blocks per local map is less than 512	Error	ydb-extension	MessageRecovery/errors.rst#DBBPLMLT512
DBBPLNOT512	Blocks per local map is not 512	Error	ydb-extension	MessageRecovery/errors.rst#DBBPLNOT512
DBBSIZMN	xxxx Block too small	Warning	ydb-extension	MessageRecovery/errors.rst#DBBSIZMN
DBBSIZMX	xxxx Block larger than file block size	Warning	ydb-extension	MessageRecovery/errors.rst#DBBSIZMX
DBBSIZZRO	xxxx Block size equals zero	Error	ydb-extension	MessageRecovery/errors.rst#DBBSIZZRO
DBBTUFIXED	The blocks-to-upgrade file-header field has been changed to the correct value	Information	ydb-extension	MessageRecovery/errors.rst#DBBTUFIXED
DBBTUWRNG	The blocks-to-upgrade file-header field is incorrect. Expected xxxx, found yyyy	Error	ydb-extension	MessageRecovery/errors.rst#DBBTUWRNG
DBCCERR	Interlock instruction failure in critical mechanism for region xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBCCERR
DBCLNUPINFO	Database file xxxx yyyy	Information	ydb-extension	MessageRecovery/errors.rst#DBCLNUPINFO
DBCMPBAD	xxxx Compression count not maximal	Warning	ydb-extension	MessageRecovery/errors.rst#DBCMPBAD
DBCMPMX	xxxx Record compression count is too large	Warning	ydb-extension	MessageRecovery/errors.rst#DBCMPMX
DBCMPNZRO	xxxx First record of block has nonzero compression count	Warning	ydb-extension	MessageRecovery/errors.rst#DBCMPNZRO
DBCNTRLERR	Database file xxxx: control error suspected but not found	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBCNTRLERR
DBCOLLREQ	JOURNAL EXTRACT proceeding without collation information for globals in database. eeee ffff	Warning	ydb-extension	MessageRecovery/errors.rst#DBCOLLREQ
DBCOMMITCLNUP	Pid dddd hhhh handled error (code = eeee) during commit of xxxx transaction in database file yyyy	Information	ydb-extension	MessageRecovery/errors.rst#DBCOMMITCLNUP
DBCOMPTOOLRG	xxxx Record has too large compression count	Error	ydb-extension	MessageRecovery/errors.rst#DBCOMPTOOLRG
DBCREINCOMP	xxxx Header indicates database file creation was interrupted before completion	Error	ydb-extension	MessageRecovery/errors.rst#DBCREINCOMP
DBCRERR	Database file xxxx, cr location yyyy blk = zzzz error: aaaa was bbbb, expecting cccc -- called from module xxx at line yyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBCRERR
DBCRERR8	Database file xxxx, cr location yyyy blk = zzzz error: aaaa was bbbb, expecting cccc -- called from module yyy at line xxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBCRERR8
DBDANGER	Process pppp xxxx killed while committing update for database file yyyy. Possibility of damage to block zzzz.	Warning	ydb-extension	MessageRecovery/errors.rst#DBDANGER
DBDATAMX	xxxx Record too large	Error	ydb-extension	MessageRecovery/errors.rst#DBDATAMX
DBDIRTSUBSC	xxxx Directory tree block contains non name-level entries	Information	ydb-extension	MessageRecovery/errors.rst#DBDIRTSUBSC
DBDSRDFMTCHNG	Database file xxx, Desired DB Format set to yyy by zzz with pid ppp ppp at transaction number [ttt]	Information	ydb-extension	MessageRecovery/errors.rst#DBDSRDFMTCHNG
DBDUPNULCOL	Discarding kkkk=vvvv key due to duplicate null collation record	Error	ydb-extension	MessageRecovery/errors.rst#DBDUPNULCOL
DBENDIAN	Database file xxxx is aaaa endian on a gggg endian system	Error	ydb-extension	MessageRecovery/errors.rst#DBENDIAN
DBFGTBC	xxxx File size larger than block count would indicate	Error	ydb-extension	MessageRecovery/errors.rst#DBFGTBC
DBFHEADERR4	Database file ffff: control problem: aaaa was xxxx expecting yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBFHEADERR4
DBFHEADERR8	Database file ffff: control problem: aaaa was xxxx expecting yyyy	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBFHEADERR8
DBFHEADERRANY	Database file ffff: control problem: aaaa was xxxx expecting yyyy	Information	ydb-extension	MessageRecovery/errors.rst#DBFHEADERRANY
DBFHEADLRU	Database file ffff LRU pointer: pppp is outside of range: bbbb to tttt or misaligned	Error	ydb-extension	MessageRecovery/errors.rst#DBFHEADLRU
DBFILECREATED	Database file DDDD created	Error	ydb-extension	MessageRecovery/errors.rst#DBFILECREATED
DBFILERDONLY	The database file ffff was opened as read-only (perms pppp)	Error	ydb-extension	MessageRecovery/errors.rst#DBFILERDONLY
DBFILERR	Error with database file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBFILERR
DBFILEXT	Database file xxxx extended from yyyy blocks to zzzz at transaction aaaa	Information	ydb-extension	MessageRecovery/errors.rst#DBFILEXT
DBFILNOFULLWRT	Disabling fullblock writes. iiii tttt bbbb	Warning	ydb-extension	MessageRecovery/errors.rst#DBFILNOFULLWRT
DBFILOPERR	Error doing database I/O to database file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBFILOPERR
DBFLCORRP	xxxx Header indicates database file is corrupt	Error	ydb-extension	MessageRecovery/errors.rst#DBFLCORRP
DBFREEZEOFF	Database file ffff is UNFROZEN ([NO]OVERRIDE [NO]AUTOREL)	Information	ydb-extension	MessageRecovery/errors.rst#DBFREEZEOFF
DBFREEZEON	Database file ffff is FROZEN ([NO]OVERRIDE [NO]ONLINE [NO]AUTOREL)	Information	ydb-extension	MessageRecovery/errors.rst#DBFREEZEON
DBFRZRESETFL	Freeze release failed on database file xxxx	Error	ydb-extension	MessageRecovery/errors.rst#DBFRZRESETFL
DBFRZRESETSUC	Freeze released successfully on database file xxxx	Information	ydb-extension	MessageRecovery/errors.rst#DBFRZRESETSUC
DBFSTBC	xxxx File size smaller than block count would indicate	Error	ydb-extension	MessageRecovery/errors.rst#DBFSTBC
DBFSTHEAD	xxxx File smaller than database header	Error	ydb-extension	MessageRecovery/errors.rst#DBFSTHEAD
DBFSYNCERR	Error synchronizing database file xxxx to disk	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBFSYNCERR
DBGTDBMAX	xxxx Key larger than database maximum	Error	ydb-extension	MessageRecovery/errors.rst#DBGTDBMAX
DBHEADINV	xxxx Header size not valid for database	Error	ydb-extension	MessageRecovery/errors.rst#DBHEADINV
DBIDMISMATCH	Database file xxxx (region yyyy) id does not match file id in shared memory (id = zzzz).	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBIDMISMATCH
DBINCLVL	xxxx Block at incorrect level	Error	ydb-extension	MessageRecovery/errors.rst#DBINCLVL
DBINCRVER	xxxx Incorrect version of YottaDB database	Error	ydb-extension	MessageRecovery/errors.rst#DBINCRVER
DBINVGBL	xxxx Invalid mixing of global names	Error	ydb-extension	MessageRecovery/errors.rst#DBINVGBL
DBIOERR	Error while doing write operation on region rrrr (ffff)	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBIOERR
DBJNLNOTMATCH	Database xxxx points to journal file name yyyy but the journal file points to database file zzzz	Error	ydb-extension	MessageRecovery/errors.rst#DBJNLNOTMATCH
DBKEYGTIND	xxxx Key greater than index key	Error	ydb-extension	MessageRecovery/errors.rst#DBKEYGTIND
DBKEYMN	xxxx Key too short	Warning	ydb-extension	MessageRecovery/errors.rst#DBKEYMN
DBKEYMX	xxxx Key too long	Warning	ydb-extension	MessageRecovery/errors.rst#DBKEYMX
DBKEYORD	xxxx Keys out of order	Warning	ydb-extension	MessageRecovery/errors.rst#DBKEYORD
DBKGTALLW	xxxx Key larger than maximum allowed length	Error	ydb-extension	MessageRecovery/errors.rst#DBKGTALLW
DBLOCMBINC	xxxx Local bit map incorrect	Error	ydb-extension	MessageRecovery/errors.rst#DBLOCMBINC
DBLRCINVSZ	xxxx Last record of block has invalid size	Error	ydb-extension	MessageRecovery/errors.rst#DBLRCINVSZ
DBLTSIBL	xxxx Keys less than sibling's index key	Error	ydb-extension	MessageRecovery/errors.rst#DBLTSIBL
DBLVLINC	xxxx Local bitmap block level incorrect	Error	ydb-extension	MessageRecovery/errors.rst#DBLVLINC
DBMAXKEYEXC	xxxx Maximum key size for database exceeds design maximum	Error	ydb-extension	MessageRecovery/errors.rst#DBMAXKEYEXC
DBMAXNRSUBS	XXXX Maximum number of subscripts exceeded	Compile Time Error	ydb-extension	MessageRecovery/errors.rst#DBMAXNRSUBS
DBMAXREC2BIG	Maximum record size (xxx) is too large for this block size (yyy) - Maximum is zzz	Error	ydb-extension	MessageRecovery/errors.rst#DBMAXREC2BIG
DBMBMINCFRE	xxxx Master bit map incorrectly asserts this local map has free space	Error	ydb-extension	MessageRecovery/errors.rst#DBMBMINCFRE
DBMBMINCFREFIXED	Master bitmap incorrectly marks local bitmap AAAA as free. Auto-corrected	Warning	ydb-extension	MessageRecovery/errors.rst#DBMBMINCFREFIXED
DBMBPFLDIS	xxxx Master bit map shows this map full, in disagreement with both disk and INTEG result	Error	ydb-extension	MessageRecovery/errors.rst#DBMBPFLDIS
DBMBPFLDLBM	xxxx Master bit map shows this map full, agreeing with disk local map	Error	ydb-extension	MessageRecovery/errors.rst#DBMBPFLDLBM
DBMBPFLINT	xxxx Master bit map shows this map full, agreeing with MUPIP INTEG	Error	ydb-extension	MessageRecovery/errors.rst#DBMBPFLINT
DBMBPFRDLBM	xxxx Master bit map shows this map has space, agreeing with disk local map	Error	ydb-extension	MessageRecovery/errors.rst#DBMBPFRDLBM
DBMBPFRINT	xxxx Master bit map shows this map has space, agreeing with MUPIP INTEG	Error	ydb-extension	MessageRecovery/errors.rst#DBMBPFRINT
DBMBPINCFL	xxxx Master bit map incorrectly marks this local map full	Error	ydb-extension	MessageRecovery/errors.rst#DBMBPINCFL
DBMBSIZMN	xxxx Map block too small	Error	ydb-extension	MessageRecovery/errors.rst#DBMBSIZMN
DBMBSIZMX	xxxx Map block too large	Error	ydb-extension	MessageRecovery/errors.rst#DBMBSIZMX
DBMBTNSIZMX	xxxx Map block transaction number too large	Error	ydb-extension	MessageRecovery/errors.rst#DBMBTNSIZMX
DBMINRESBYTES	Minimum RESERVED BYTES value required for certification/upgrade is xxx - Currently is yyy	Error	ydb-extension	MessageRecovery/errors.rst#DBMINRESBYTES
DBMISALIGN	File header indicates total blocks is xxxx but file size indicates total blocks would be between yyyy and zzzz. Reconstruct the database from a backup or extend it by at least aaaa blocks.	Error	ydb-extension	MessageRecovery/errors.rst#DBMISALIGN
DBMRKBUSY	xxxx Block incorrectly marked busy	Error	ydb-extension	MessageRecovery/errors.rst#DBMRKBUSY
DBMRKFREE	xxxx Block incorrectly marked free	Error	ydb-extension	MessageRecovery/errors.rst#DBMRKFREE
DBNAMEMISMATCH	Database file xxxx points to shared memory (id = (yyyy) which in turn points to an inaccessible database file zzzz)	Warning	ydb-extension	MessageRecovery/errors.rst#DBNAMEMISMATCH
DBNOCRE	Not all specified database files, or their associated journal files were created	Warning	ydb-extension	MessageRecovery/errors.rst#DBNOCRE
DBNONUMSUBS	kkkk Key contains a numeric form of subscript in a global defined to collate all subscripts as strings	Error	ydb-extension	MessageRecovery/errors.rst#DBNONUMSUBS
DBNOREGION	None of the database regions accessible	Error	ydb-extension	MessageRecovery/errors.rst#DBNOREGION
DBNOTDB	xxxx File does not have a valid GDS file header	Error	ydb-extension	MessageRecovery/errors.rst#DBNOTDB
DBNOTGDS	xxxx - Unrecognized database file format	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBNOTGDS
DBNOTMLTP	xxxx Block size not a multiple of 512 bytes	Error	ydb-extension	MessageRecovery/errors.rst#DBNOTMLTP
DBNULCOL	xxxx NULL collation representation differs from the database file header setting	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBNULCOL
DBOPNERR	Error opening database file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBOPNERR
DBPREMATEOF	Premature end of file with database file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBPREMATEOF
DBPRIVERR	No privilege for attempted update operation for file: xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBPRIVERR
DBPTRMAP	xxxx Block pointer is a bit map block number	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBPTRMAP
DBPTRMX	xxxx Block pointer larger than file maximum	Warning	ydb-extension	MessageRecovery/errors.rst#DBPTRMX
DBPTRNOTPOS	xxxx Block pointer negative	Warning	ydb-extension	MessageRecovery/errors.rst#DBPTRNOTPOS
DBQUELINK	Database file xxxx, element location yyyy: blk = zzzz: control aaaa queue problem: was bbbb, expecting cccc	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBQUELINK
DBRBNLBMN	xxxx Root block number is a local bit map number	Error	ydb-extension	MessageRecovery/errors.rst#DBRBNLBMN
DBRBNNEG	xxxx Root block number negative	Error	ydb-extension	MessageRecovery/errors.rst#DBRBNNEG
DBRBNTOOLRG	xxxx Root block number greater than last block number in file	Error	ydb-extension	MessageRecovery/errors.rst#DBRBNTOOLRG
DBRDERR	Cannot read database file xxxx after opening	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBRDERR
DBRDONLY	Database file xxxx read only	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBRDONLY
DBREADBM	xxxx Read error on bit map	Error	ydb-extension	MessageRecovery/errors.rst#DBREADBM
DBREMOTE	Database region xxxx is remote; perform maintenance on the server node	Error	ydb-extension	MessageRecovery/errors.rst#DBREMOTE
DBRLEVLTONE	xxxx Root level less than one	Error	ydb-extension	MessageRecovery/errors.rst#DBRLEVLTONE
DBRLEVTOOHI	xxxx Root level higher than maximum	Error	ydb-extension	MessageRecovery/errors.rst#DBRLEVTOOHI
DBRNDWN	Error during global database rundown for region xxxx. Notify those responsible for proper database operation.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBRNDWN
DBRNDWNBYPASS	YottaDB database rundown may have been bypassed due to timeout - run MUPIP JOURNAL ROLLBACK BACKWARD / MUPIP JOURNAL RECOVER BACKWARD / MUPIP RUNDOWN	Warning	ydb-extension	MessageRecovery/errors.rst#DBRNDWNBYPASS
DBRNDWNWRN	Global section of database file xxxx not rundown successfully by pid yyyy zzzz. Global section was not removed.	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBRNDWNWRN
DBROLLEDBACK	Concurrent ONLINE ROLLBACK detected on one or more regions. The current operation is no longer valid	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBROLLEDBACK
DBROOTBURN	xxxx Root block has data level	Information	ydb-extension	MessageRecovery/errors.rst#DBROOTBURN
DBRSIZMN	xxxx Physical record too small	Warning	ydb-extension	MessageRecovery/errors.rst#DBRSIZMN
DBRSIZMX	xxxx Physical record too large	Warning	ydb-extension	MessageRecovery/errors.rst#DBRSIZMX
DBSHMNAMEDIFF	Database file ffff points to shared memory (id = mmmm) which points to a different database file xxxx	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBSHMNAMEDIFF
DBSPANCHUNKORD	xxxx Chunk of yyyy blocks is out of order	Error	ydb-extension	MessageRecovery/errors.rst#DBSPANCHUNKORD
DBSPANGLOINCMP	xxxx Spanning node is missing. Block no yyyy of spanning node is missing	Error	ydb-extension	MessageRecovery/errors.rst#DBSPANGLOINCMP
DBSTARCMP	xxxx Star record has nonzero compression count	Warning	ydb-extension	MessageRecovery/errors.rst#DBSTARCMP
DBSTARSIZ	xxxx Star record has wrong size	Warning	ydb-extension	MessageRecovery/errors.rst#DBSTARSIZ
DBSVBNMIN	xxxx Start VBN smaller than possible	Error	ydb-extension	MessageRecovery/errors.rst#DBSVBNMIN
DBSZGT64K	xxxx Block size is greater than 64K	Error	ydb-extension	MessageRecovery/errors.rst#DBSZGT64K
DBTN	Block TN is xxxx	Information	ydb-extension	MessageRecovery/errors.rst#DBTN
DBTNLTCTN	Transaction numbers greater than or equal to the current transaction were found	Information	ydb-extension	MessageRecovery/errors.rst#DBTNLTCTN
DBTNNEQ	xxxx Current tn and early tn are not equal	Error	ydb-extension	MessageRecovery/errors.rst#DBTNNEQ
DBTNRESET	Cannot reset transaction number for this region	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DBTNRESET
DBTNRESETINC	WARNING: tn_reset for database is incomplete due to integrity errors	Warning	ydb-extension	MessageRecovery/errors.rst#DBTNRESETINC
DBTNTOOLG	xxxx Block transaction number too large	Error	ydb-extension	MessageRecovery/errors.rst#DBTNTOOLG
DBTOTBLK	File header indicates total blocks is tttt but file size indicates total blocks would be eeee	Information	ydb-extension	MessageRecovery/errors.rst#DBTOTBLK
DBTTLBLK0	xxxx Total blocks equal zero	Error	ydb-extension	MessageRecovery/errors.rst#DBTTLBLK0
DBUNDACCMT	xxxx Cannot determine access method; trying with BG	Error	ydb-extension	MessageRecovery/errors.rst#DBUNDACCMT
DBUPGRDREQ	Database file DDDD is not fully upgraded (format FFFF) and cannot be used by this version of YottaDB. Please upgrade the database.	Error	ydb-extension	MessageRecovery/errors.rst#DBUPGRDREQ
DBVERPERFWARN1	Performance warning: Database aaaa is running in compatibility mode which degrades performance. Run MUPIP REORG UPGRADE for best overall performance	Warning	ydb-extension	MessageRecovery/errors.rst#DBVERPERFWARN1
DBVERPERFWARN2	Peformance warning: Database aaaa is not fully upgraded. Run MUPIP REORG UPGRADE for best overall performance	Warning	ydb-extension	MessageRecovery/errors.rst#DBVERPERFWARN2
DBWCVERIFYEND	Database file xxxx, write cache verification finished by pid pppp aaaa at transaction number yyyy	Information	ydb-extension	MessageRecovery/errors.rst#DBWCVERIFYEND
DBWCVERIFYSTART	Database file xxxx, write cache verification started by pid pppp aaaa at transaction number bbbb	Information	ydb-extension	MessageRecovery/errors.rst#DBWCVERIFYSTART
DCNINPROG	Attempt to initiate operation while disconnect was in progress	Error	ydb-extension	MessageRecovery/errors.rst#DCNINPROG
DELIMSIZNA	Delimiter size is not appropriate	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DELIMSIZNA
DELIMWIDTH	Delimiter length xxxx exceeds device width yyyy	Information	ydb-extension	MessageRecovery/errors.rst#DELIMWIDTH
DEVICEOPTION	Option xxxx on yyyy command: zzzz	Run Time Error	ydb-extension	MessageRecovery/errors.rst#DEVICEOPTION
